Facility,Description,Result,Minutes_elapsed,Time_stamp
Club House,Iguana,0,87,2019-01-25 05:58:08
Shower,Chupacabra,8,35,2019-01-25 05:58:08
Home Gym,Culebra,8,89,2019-01-25 05:58:08
Dining Room,Iguana,8,64,2019-01-25 05:58:08
Tree House,Mariposa,8,18,2019-01-25 05:58:08
Sauna,Culebra,0,69,2019-01-25 05:58:08
Abuelita's Studio,Culebra,8,38,2019-01-25 05:58:08
Sauna,Dog,8,35,2019-01-25 05:58:08
Club House,Rana,0,14,2019-01-25 05:58:08
Club House,Pig,8,9,2019-01-25 05:58:08
Den,Mariposa,8,21,2019-01-25 05:58:08
Tree House,Cat,0,1,2019-01-25 05:58:08
Patio,Horse,8,23,2019-01-25 05:58:08
Abuelita's Studio,Dog,0,92,2019-01-25 05:58:08
Shower,Horse,0,51,2019-01-25 05:58:08
Avery,Tiburon,0,85,2019-01-25 05:58:08
Patio,Tiburon,0,67,2019-01-25 05:58:08
Shower,Horse,8,48,2019-01-25 05:58:08
Room,Dog,0,93,2019-01-25 05:58:08
Home Gym,Horse,0,90,2019-01-25 05:58:08
Closet,Mule,0,36,2019-01-25 05:58:08
Sauna,Mariposa,8,58,2019-01-25 05:58:08
Den,Tiburon,0,83,2019-01-25 05:58:08
Kitchen,Weasle,0,22,2019-01-25 05:58:08
Dog House,Dog,8,11,2019-01-25 05:58:08
Sauna,Chupacabra,0,65,2019-01-25 05:58:08
Coat Room,Iguana,8,5,2019-01-25 05:58:08
Avery,Weasle,0,99,2019-01-25 05:58:08
Den,Tiburon,0,11,2019-01-25 05:58:08
Kitchen,Pig,8,51,2019-01-25 05:58:08
Avery,Mule,0,10,2019-01-25 05:58:08
Den,Pig,8,24,2019-01-25 05:58:08
Home Gym,Culebra,0,23,2019-01-25 05:58:08
Dog House,Iguana,0,76,2019-01-25 05:58:08
Dining Room,Culebra,8,68,2019-01-25 05:58:08
Tree House,Tiburon,0,61,2019-01-25 05:58:08
Dining Room,Horse,0,52,2019-01-25 05:58:08
Home Gym,Rana,8,54,2019-01-25 05:58:08
Home Gym,Weasle,0,39,2019-01-25 05:58:08
Room,Horse,8,44,2019-01-25 05:58:08
Club House,Horse,0,3,2019-01-25 05:58:08
Club House,Horse,0,83,2019-01-25 05:58:08
Patio,Dog,8,5,2019-01-25 05:58:08
Dining Room,Dog,8,91,2019-01-25 05:58:08
Patio,Iguana,8,29,2019-01-25 05:58:08
Club House,Tiburon,8,94,2019-01-25 05:58:08
Avery,Mule,0,69,2019-01-25 05:58:08
Sauna,Aardvark,0,72,2019-01-25 05:58:08
Sauna,Culebra,8,96,2019-01-25 05:58:08
Closet,Cat,0,36,2019-01-25 05:58:08
Home Gym,Aardvark,8,84,2019-01-25 05:58:08
Shower,Mule,8,44,2019-01-25 05:58:08
Shower,Mule,0,69,2019-01-25 05:58:08
Club House,Cat,0,1,2019-01-25 05:58:08
Room,Tiburon,8,72,2019-01-25 05:58:08
Room,Cat,8,56,2019-01-25 05:58:08
Closet,Horse,0,12,2019-01-25 05:58:08
Room,Culebra,8,48,2019-01-25 05:58:08
Abuelita's Studio,Iguana,0,77,2019-01-25 05:58:08
Patio,Dog,8,79,2019-01-25 05:58:08
Avery,Culebra,8,40,2019-01-25 05:58:08
Closet,Cat,8,33,2019-01-25 05:58:08
Patio,Cat,0,72,2019-01-25 05:58:08
Tree House,Pig,8,34,2019-01-25 05:58:08
Home Gym,Mariposa,0,78,2019-01-25 05:58:08
Club House,Dog,0,10,2019-01-25 05:58:08
Home Gym,Dog,8,36,2019-01-25 05:58:08
Shower,Pig,8,55,2019-01-25 05:58:08
Room,Rana,8,24,2019-01-25 05:58:08
Room,Dog,0,66,2019-01-25 05:58:08
Home Gym,Weasle,8,67,2019-01-25 05:58:08
Den,Cat,8,77,2019-01-25 05:58:08
Home Gym,Cat,8,41,2019-01-25 05:58:08
Avery,Tiburon,0,90,2019-01-25 05:58:08
Dining Room,Dog,8,50,2019-01-25 05:58:08
Dog House,Horse,8,6,2019-01-25 05:58:08
Club House,Aardvark,0,65,2019-01-25 05:58:08
Room,Mule,0,33,2019-01-25 05:58:08
Sauna,Tiburon,0,40,2019-01-25 05:58:08
Tree House,Mariposa,0,15,2019-01-25 05:58:08
Avery,Mariposa,0,64,2019-01-25 05:58:08
Coat Room,Culebra,8,36,2019-01-25 05:58:08
Home Gym,Chupacabra,8,96,2019-01-25 05:58:08
Patio,Iguana,0,19,2019-01-25 05:58:08
Patio,Aardvark,8,97,2019-01-25 05:58:08
Sauna,Cat,0,23,2019-01-25 05:58:08
Coat Room,Weasle,0,61,2019-01-25 05:58:08
Room,Cat,8,92,2019-01-25 05:58:08
Den,Cat,0,96,2019-01-25 05:58:08
Patio,Aardvark,8,41,2019-01-25 05:58:08
Kitchen,Iguana,0,39,2019-01-25 05:58:08
Patio,Chupacabra,8,56,2019-01-25 05:58:08
Sauna,Tiburon,0,36,2019-01-25 05:58:08
Club House,Cat,0,97,2019-01-25 05:58:08
Patio,Aardvark,8,85,2019-01-25 05:58:08
Avery,Aardvark,8,31,2019-01-25 05:58:08
Sauna,Chupacabra,0,36,2019-01-25 05:58:08
Den,Horse,8,54,2019-01-25 05:58:08
Dining Room,Cat,8,84,2019-01-25 05:58:08
Club House,Weasle,0,52,2019-01-25 05:58:08
Dog House,Horse,8,80,2019-01-25 05:58:08
Tree House,Rana,8,74,2019-01-25 05:58:08
Tree House,Tiburon,0,46,2019-01-25 05:58:08
Patio,Mariposa,0,37,2019-01-25 05:58:08
Shower,Rana,8,14,2019-01-25 05:58:08
