Facility,Description,Result,Minutes_elapsed,Time_stamp
Tree House,Chupacabra,0,86,2019-01-25 05:57:44
Coat Room,Rana,0,31,2019-01-25 05:57:44
Abuelita's Studio,Mule,8,11,2019-01-25 05:57:44
Dog House,Rana,8,16,2019-01-25 05:57:44
Den,Chupacabra,8,65,2019-01-25 05:57:44
Shower,Horse,0,76,2019-01-25 05:57:44
Tree House,Mariposa,8,8,2019-01-25 05:57:44
Dog House,Rana,8,61,2019-01-25 05:57:44
Tree House,Dog,8,47,2019-01-25 05:57:44
Club House,Tiburon,8,68,2019-01-25 05:57:44
Shower,Culebra,8,39,2019-01-25 05:57:44
Club House,Rana,0,2,2019-01-25 05:57:44
Den,Mariposa,0,41,2019-01-25 05:57:44
Tree House,Tiburon,8,36,2019-01-25 05:57:44
Club House,Cat,0,59,2019-01-25 05:57:44
Kitchen,Aardvark,8,62,2019-01-25 05:57:44
Shower,Horse,8,39,2019-01-25 05:57:44
Dog House,Culebra,8,55,2019-01-25 05:57:44
Sauna,Horse,8,87,2019-01-25 05:57:44
Home Gym,Horse,0,21,2019-01-25 05:57:44
Patio,Mule,8,36,2019-01-25 05:57:44
Home Gym,Tiburon,0,4,2019-01-25 05:57:44
Shower,Chupacabra,0,89,2019-01-25 05:57:44
Room,Cat,8,87,2019-01-25 05:57:44
Shower,Dog,8,59,2019-01-25 05:57:44
Abuelita's Studio,Pig,0,90,2019-01-25 05:57:44
Club House,Chupacabra,8,61,2019-01-25 05:57:44
Sauna,Aardvark,0,20,2019-01-25 05:57:44
Sauna,Dog,8,33,2019-01-25 05:57:44
Sauna,Horse,8,40,2019-01-25 05:57:44
Abuelita's Studio,Aardvark,0,52,2019-01-25 05:57:44
Closet,Pig,8,88,2019-01-25 05:57:44
Kitchen,Iguana,0,78,2019-01-25 05:57:44
Home Gym,Aardvark,8,50,2019-01-25 05:57:44
Room,Aardvark,8,37,2019-01-25 05:57:44
Room,Mariposa,0,93,2019-01-25 05:57:44
Abuelita's Studio,Mariposa,8,93,2019-01-25 05:57:44
Patio,Iguana,0,97,2019-01-25 05:57:44
Shower,Iguana,8,55,2019-01-25 05:57:44
Closet,Iguana,8,58,2019-01-25 05:57:44
Avery,Iguana,8,45,2019-01-25 05:57:44
Avery,Aardvark,0,33,2019-01-25 05:57:44
Avery,Culebra,8,64,2019-01-25 05:57:44
Den,Mariposa,8,35,2019-01-25 05:57:44
Home Gym,Horse,0,87,2019-01-25 05:57:44
Patio,Mariposa,0,17,2019-01-25 05:57:44
Club House,Chupacabra,0,75,2019-01-25 05:57:44
Den,Aardvark,8,14,2019-01-25 05:57:44
Abuelita's Studio,Mule,0,23,2019-01-25 05:57:44
Dog House,Iguana,8,67,2019-01-25 05:57:44
Closet,Chupacabra,8,86,2019-01-25 05:57:44
Home Gym,Cat,0,89,2019-01-25 05:57:44
Club House,Culebra,0,87,2019-01-25 05:57:44
Closet,Culebra,8,88,2019-01-25 05:57:44
Closet,Tiburon,0,54,2019-01-25 05:57:44
Coat Room,Pig,8,25,2019-01-25 05:57:44
Avery,Cat,0,11,2019-01-25 05:57:44
Dog House,Iguana,0,17,2019-01-25 05:57:44
Avery,Horse,8,12,2019-01-25 05:57:44
Sauna,Rana,8,65,2019-01-25 05:57:44
Avery,Weasle,8,82,2019-01-25 05:57:44
Patio,Aardvark,0,96,2019-01-25 05:57:44
Home Gym,Culebra,0,53,2019-01-25 05:57:44
Home Gym,Weasle,0,7,2019-01-25 05:57:44
Dog House,Culebra,0,13,2019-01-25 05:57:44
Dog House,Tiburon,0,79,2019-01-25 05:57:44
Home Gym,Tiburon,0,14,2019-01-25 05:57:44
Abuelita's Studio,Pig,8,62,2019-01-25 05:57:44
Room,Dog,0,94,2019-01-25 05:57:44
Closet,Culebra,8,93,2019-01-25 05:57:44
Avery,Dog,8,83,2019-01-25 05:57:44
Home Gym,Rana,8,36,2019-01-25 05:57:44
Dining Room,Tiburon,0,35,2019-01-25 05:57:44
Avery,Aardvark,8,49,2019-01-25 05:57:44
Home Gym,Tiburon,0,9,2019-01-25 05:57:44
Dog House,Mariposa,8,5,2019-01-25 05:57:44
Kitchen,Chupacabra,8,44,2019-01-25 05:57:44
Club House,Iguana,8,16,2019-01-25 05:57:44
Patio,Horse,0,67,2019-01-25 05:57:44
Coat Room,Tiburon,0,54,2019-01-25 05:57:44
Coat Room,Mariposa,0,24,2019-01-25 05:57:44
Sauna,Culebra,0,74,2019-01-25 05:57:44
Tree House,Mule,8,3,2019-01-25 05:57:44
Home Gym,Chupacabra,0,84,2019-01-25 05:57:44
Shower,Weasle,8,84,2019-01-25 05:57:44
Tree House,Culebra,8,57,2019-01-25 05:57:44
Dog House,Horse,0,19,2019-01-25 05:57:44
Tree House,Cat,8,74,2019-01-25 05:57:44
Avery,Tiburon,0,60,2019-01-25 05:57:44
Avery,Tiburon,0,25,2019-01-25 05:57:44
Sauna,Dog,8,52,2019-01-25 05:57:44
Home Gym,Aardvark,0,65,2019-01-25 05:57:44
Dog House,Horse,0,26,2019-01-25 05:57:44
Sauna,Mule,8,23,2019-01-25 05:57:44
Closet,Culebra,0,9,2019-01-25 05:57:44
Home Gym,Aardvark,0,74,2019-01-25 05:57:44
Closet,Aardvark,8,24,2019-01-25 05:57:44
Avery,Culebra,8,7,2019-01-25 05:57:44
Home Gym,Mule,0,24,2019-01-25 05:57:44
Kitchen,Culebra,8,96,2019-01-25 05:57:44
Shower,Aardvark,0,53,2019-01-25 05:57:44
Tree House,Rana,8,91,2019-01-25 05:57:44
Shower,Chupacabra,0,91,2019-01-25 05:57:44
Dog House,Rana,0,24,2019-01-25 05:57:44
Room,Culebra,8,85,2019-01-25 05:57:44
Dining Room,Culebra,0,9,2019-01-25 05:57:44
Abuelita's Studio,Pig,0,99,2019-01-25 05:57:44
Avery,Mule,0,5,2019-01-25 05:57:44
Room,Pig,8,52,2019-01-25 05:57:44
Dining Room,Mariposa,0,14,2019-01-25 05:57:44
