Facility,Description,Result,Minutes_elapsed,Time_stamp
Patio,Tiburon,8,95,2019-01-21 21:27:05
Avery,Dog,0,47,2019-01-21 21:27:05
Tree House,Dog,8,38,2019-01-21 21:27:05
Kitchen,Aardvark,0,76,2019-01-21 21:27:05
Kitchen,Pig,8,95,2019-01-21 21:27:05
Room,Culebra,8,40,2019-01-21 21:27:05
Dog House,Chupacabra,0,95,2019-01-21 21:27:05
Abuelita's Studio,Mule,8,35,2019-01-21 21:27:05
Dining Room,Cat,0,86,2019-01-21 21:27:05
Dog House,Mariposa,0,16,2019-01-21 21:27:05
Club House,Tiburon,8,21,2019-01-21 21:27:05
Tree House,Tiburon,0,19,2019-01-21 21:27:05
Den,Iguana,8,83,2019-01-21 21:27:05
Den,Culebra,8,29,2019-01-21 21:27:05
Abuelita's Studio,Pig,0,92,2019-01-21 21:27:05
Kitchen,Pig,0,44,2019-01-21 21:27:05
Tree House,Tiburon,0,47,2019-01-21 21:27:05
Dog House,Dog,0,2,2019-01-21 21:27:05
Sauna,Iguana,8,93,2019-01-21 21:27:05
Shower,Rana,8,13,2019-01-21 21:27:05
Coat Room,Pig,0,9,2019-01-21 21:27:05
Home Gym,Weasle,0,75,2019-01-21 21:27:05
Room,Cat,0,12,2019-01-21 21:27:05
Closet,Rana,0,23,2019-01-21 21:27:05
Room,Chupacabra,8,86,2019-01-21 21:27:05
Den,Chupacabra,0,4,2019-01-21 21:27:05
Dining Room,Pig,0,97,2019-01-21 21:27:05
Patio,Chupacabra,8,67,2019-01-21 21:27:05
Room,Cat,0,5,2019-01-21 21:27:05
Abuelita's Studio,Culebra,8,82,2019-01-21 21:27:05
Abuelita's Studio,Cat,0,87,2019-01-21 21:27:05
Kitchen,Dog,8,81,2019-01-21 21:27:05
Coat Room,Mariposa,8,15,2019-01-21 21:27:05
Kitchen,Mule,8,40,2019-01-21 21:27:05
Shower,Dog,8,44,2019-01-21 21:27:05
Dining Room,Cat,8,0,2019-01-21 21:27:05
Sauna,Aardvark,0,21,2019-01-21 21:27:05
Coat Room,Rana,0,55,2019-01-21 21:27:05
Sauna,Dog,0,24,2019-01-21 21:27:05
Home Gym,Horse,0,44,2019-01-21 21:27:05
Sauna,Rana,8,35,2019-01-21 21:27:05
Dining Room,Aardvark,0,40,2019-01-21 21:27:05
Home Gym,Weasle,0,1,2019-01-21 21:27:05
Dog House,Aardvark,0,21,2019-01-21 21:27:05
Coat Room,Rana,8,34,2019-01-21 21:27:05
Closet,Tiburon,8,74,2019-01-21 21:27:05
Den,Mule,0,24,2019-01-21 21:27:05
Home Gym,Dog,8,73,2019-01-21 21:27:05
Closet,Mariposa,0,82,2019-01-21 21:27:05
Coat Room,Chupacabra,8,30,2019-01-21 21:27:05
Dining Room,Chupacabra,0,83,2019-01-21 21:27:05
Den,Chupacabra,8,75,2019-01-21 21:27:05
Abuelita's Studio,Rana,0,59,2019-01-21 21:27:05
Shower,Iguana,8,57,2019-01-21 21:27:05
Club House,Dog,8,53,2019-01-21 21:27:05
Den,Cat,0,99,2019-01-21 21:27:05
Shower,Rana,0,56,2019-01-21 21:27:05
Shower,Culebra,8,9,2019-01-21 21:27:05
Club House,Mariposa,0,46,2019-01-21 21:27:05
Den,Dog,0,38,2019-01-21 21:27:05
Shower,Chupacabra,8,28,2019-01-21 21:27:05
Tree House,Mariposa,0,10,2019-01-21 21:27:05
Abuelita's Studio,Culebra,8,25,2019-01-21 21:27:05
Home Gym,Horse,0,77,2019-01-21 21:27:05
Patio,Tiburon,0,95,2019-01-21 21:27:05
Abuelita's Studio,Iguana,8,38,2019-01-21 21:27:05
Coat Room,Culebra,8,59,2019-01-21 21:27:05
Home Gym,Horse,8,99,2019-01-21 21:27:05
Home Gym,Dog,8,62,2019-01-21 21:27:05
Shower,Chupacabra,8,12,2019-01-21 21:27:05
Kitchen,Cat,8,24,2019-01-21 21:27:05
Home Gym,Mule,8,82,2019-01-21 21:27:05
Avery,Cat,8,98,2019-01-21 21:27:05
Dining Room,Iguana,0,20,2019-01-21 21:27:05
Avery,Culebra,0,8,2019-01-21 21:27:05
Dining Room,Tiburon,8,50,2019-01-21 21:27:05
Shower,Horse,0,70,2019-01-21 21:27:05
Avery,Pig,0,7,2019-01-21 21:27:05
Shower,Mule,8,38,2019-01-21 21:27:05
Den,Pig,8,45,2019-01-21 21:27:05
Avery,Aardvark,0,53,2019-01-21 21:27:05
Home Gym,Pig,0,1,2019-01-21 21:27:05
Sauna,Iguana,0,87,2019-01-21 21:27:05
Shower,Culebra,8,66,2019-01-21 21:27:05
Patio,Aardvark,8,93,2019-01-21 21:27:05
Home Gym,Weasle,0,96,2019-01-21 21:27:05
Dining Room,Chupacabra,0,50,2019-01-21 21:27:05
Abuelita's Studio,Tiburon,0,70,2019-01-21 21:27:05
Room,Weasle,8,23,2019-01-21 21:27:05
Closet,Aardvark,8,95,2019-01-21 21:27:05
Dog House,Horse,0,40,2019-01-21 21:27:05
Avery,Cat,8,83,2019-01-21 21:27:05
Shower,Weasle,0,35,2019-01-21 21:27:05
Home Gym,Weasle,0,88,2019-01-21 21:27:05
Room,Culebra,0,89,2019-01-21 21:27:05
Kitchen,Dog,8,73,2019-01-21 21:27:05
Dog House,Weasle,0,53,2019-01-21 21:27:05
Patio,Aardvark,0,37,2019-01-21 21:27:05
Dining Room,Cat,8,42,2019-01-21 21:27:05
Dining Room,Mariposa,8,25,2019-01-21 21:27:05
Kitchen,Mariposa,0,51,2019-01-21 21:27:05
Avery,Pig,0,67,2019-01-21 21:27:05
Club House,Chupacabra,0,62,2019-01-21 21:27:05
Dining Room,Dog,8,88,2019-01-21 21:27:05
Coat Room,Chupacabra,8,52,2019-01-21 21:27:05
Patio,Tiburon,0,25,2019-01-21 21:27:05
Avery,Cat,8,67,2019-01-21 21:27:05
Avery,Cat,8,9,2019-01-21 21:27:05
Tree House,Cat,0,81,2019-01-21 21:27:05
Tree House,Tiburon,8,1,2019-01-21 21:27:05
Dining Room,Mariposa,8,33,2019-01-21 21:27:05
Room,Mule,0,63,2019-01-21 21:27:05
Sauna,Rana,0,74,2019-01-21 21:27:05
Closet,Chupacabra,8,10,2019-01-21 21:27:05
Avery,Cat,8,18,2019-01-21 21:27:05
Den,Mule,0,38,2019-01-21 21:27:05
Tree House,Culebra,0,13,2019-01-21 21:27:05
Sauna,Cat,0,9,2019-01-21 21:27:05
Dining Room,Pig,0,21,2019-01-21 21:27:05
Dog House,Weasle,8,46,2019-01-21 21:27:05
Dining Room,Horse,8,67,2019-01-21 21:27:05
Avery,Mule,0,58,2019-01-21 21:27:05
Dog House,Weasle,0,17,2019-01-21 21:27:05
Den,Culebra,0,65,2019-01-21 21:27:05
Den,Chupacabra,0,82,2019-01-21 21:27:05
Patio,Mule,8,86,2019-01-21 21:27:05
Patio,Cat,0,94,2019-01-21 21:27:05
Sauna,Iguana,8,2,2019-01-21 21:27:05
Avery,Pig,0,16,2019-01-21 21:27:05
Dining Room,Horse,0,67,2019-01-21 21:27:05
Kitchen,Rana,8,1,2019-01-21 21:27:05
Den,Weasle,0,47,2019-01-21 21:27:05
Patio,Cat,8,45,2019-01-21 21:27:05
Patio,Weasle,0,21,2019-01-21 21:27:05
Dog House,Weasle,0,76,2019-01-21 21:27:05
Dog House,Culebra,0,2,2019-01-21 21:27:05
Kitchen,Horse,0,95,2019-01-21 21:27:05
Coat Room,Chupacabra,0,85,2019-01-21 21:27:05
Kitchen,Horse,8,22,2019-01-21 21:27:05
Room,Cat,0,47,2019-01-21 21:27:05
Sauna,Mariposa,8,56,2019-01-21 21:27:05
Shower,Cat,0,70,2019-01-21 21:27:05
Kitchen,Rana,8,14,2019-01-21 21:27:05
Tree House,Culebra,0,14,2019-01-21 21:27:05
Dog House,Aardvark,0,81,2019-01-21 21:27:05
Coat Room,Iguana,0,47,2019-01-21 21:27:05
Dining Room,Chupacabra,8,24,2019-01-21 21:27:05
Home Gym,Aardvark,8,27,2019-01-21 21:27:05
Abuelita's Studio,Mariposa,8,57,2019-01-21 21:27:05
Avery,Culebra,8,49,2019-01-21 21:27:05
Avery,Rana,0,91,2019-01-21 21:27:05
Tree House,Mule,0,23,2019-01-21 21:27:05
Home Gym,Weasle,0,89,2019-01-21 21:27:05
Tree House,Chupacabra,0,95,2019-01-21 21:27:05
Sauna,Mule,0,80,2019-01-21 21:27:05
Tree House,Aardvark,0,62,2019-01-21 21:27:05
Closet,Horse,8,64,2019-01-21 21:27:05
Coat Room,Cat,0,8,2019-01-21 21:27:05
Dog House,Dog,8,51,2019-01-21 21:27:05
Sauna,Horse,0,69,2019-01-21 21:27:05
Avery,Tiburon,0,12,2019-01-21 21:27:05
Avery,Dog,8,79,2019-01-21 21:27:05
Coat Room,Weasle,8,80,2019-01-21 21:27:05
Home Gym,Rana,8,88,2019-01-21 21:27:05
Abuelita's Studio,Weasle,8,64,2019-01-21 21:27:05
Abuelita's Studio,Horse,0,17,2019-01-21 21:27:05
Club House,Weasle,8,21,2019-01-21 21:27:05
Tree House,Mariposa,8,84,2019-01-21 21:27:05
Avery,Mariposa,8,61,2019-01-21 21:27:05
Room,Aardvark,0,50,2019-01-21 21:27:05
Club House,Iguana,8,70,2019-01-21 21:27:05
Dog House,Tiburon,0,5,2019-01-21 21:27:05
Room,Mariposa,0,62,2019-01-21 21:27:05
Kitchen,Mariposa,8,61,2019-01-21 21:27:05
Shower,Mule,0,23,2019-01-21 21:27:05
Home Gym,Aardvark,0,46,2019-01-21 21:27:05
Dining Room,Rana,0,84,2019-01-21 21:27:05
Sauna,Aardvark,0,16,2019-01-21 21:27:05
Coat Room,Rana,0,19,2019-01-21 21:27:05
Den,Tiburon,0,67,2019-01-21 21:27:05
Tree House,Chupacabra,8,25,2019-01-21 21:27:05
Dog House,Pig,8,79,2019-01-21 21:27:05
Dining Room,Rana,0,8,2019-01-21 21:27:05
Avery,Aardvark,0,79,2019-01-21 21:27:05
Kitchen,Cat,8,56,2019-01-21 21:27:05
Patio,Dog,0,12,2019-01-21 21:27:05
Patio,Tiburon,8,55,2019-01-21 21:27:05
Den,Chupacabra,0,12,2019-01-21 21:27:05
Sauna,Pig,8,88,2019-01-21 21:27:05
Dog House,Chupacabra,8,84,2019-01-21 21:27:05
Den,Cat,0,72,2019-01-21 21:27:05
Shower,Rana,0,41,2019-01-21 21:27:05
Kitchen,Culebra,8,1,2019-01-21 21:27:05
Abuelita's Studio,Aardvark,8,48,2019-01-21 21:27:05
Home Gym,Horse,0,82,2019-01-21 21:27:05
Closet,Horse,0,51,2019-01-21 21:27:05
Sauna,Mule,8,75,2019-01-21 21:27:05
Room,Tiburon,8,28,2019-01-21 21:27:05
Den,Horse,0,10,2019-01-21 21:27:05
Abuelita's Studio,Tiburon,8,94,2019-01-21 21:27:05
Sauna,Mariposa,8,85,2019-01-21 21:27:05
Abuelita's Studio,Pig,0,45,2019-01-21 21:27:05
Room,Chupacabra,8,50,2019-01-21 21:27:05
Room,Cat,0,95,2019-01-21 21:27:05
Sauna,Dog,8,64,2019-01-21 21:27:05
Dog House,Weasle,8,2,2019-01-21 21:27:05
Shower,Aardvark,8,21,2019-01-21 21:27:05
Club House,Rana,8,79,2019-01-21 21:27:05
Room,Aardvark,0,85,2019-01-21 21:27:05
