Facility,Description,Result,Minutes_elapsed,Time_stamp
Shower,Cat,0,45,2019-01-09 19:47:28
Dog House,Culebra,8,42,2019-01-09 19:47:28
Shower,Mariposa,0,87,2019-01-09 19:47:28
Home Gym,Mariposa,8,0,2019-01-09 19:47:28
Shower,Weasle,8,2,2019-01-09 19:47:28
Avery,Culebra,8,17,2019-01-09 19:47:28
Closet,Rana,0,6,2019-01-09 19:47:28
Room,Rana,0,96,2019-01-09 19:47:28
Shower,Iguana,8,21,2019-01-09 19:47:28
Shower,Mule,8,54,2019-01-09 19:47:28
Home Gym,Tiburon,8,7,2019-01-09 19:47:28
Tree House,Culebra,8,36,2019-01-09 19:47:28
Dog House,Culebra,8,35,2019-01-09 19:47:28
Dining Room,Tiburon,0,41,2019-01-09 19:47:28
Avery,Iguana,0,83,2019-01-09 19:47:28
Kitchen,Chupacabra,0,86,2019-01-09 19:47:28
Abuelita's Studio,Rana,8,43,2019-01-09 19:47:28
Dog House,Aardvark,8,68,2019-01-09 19:47:28
Coat Room,Rana,0,7,2019-01-09 19:47:28
Kitchen,Horse,8,46,2019-01-09 19:47:28
Tree House,Dog,0,60,2019-01-09 19:47:28
Room,Cat,0,24,2019-01-09 19:47:28
Sauna,Culebra,8,0,2019-01-09 19:47:28
Home Gym,Chupacabra,8,15,2019-01-09 19:47:28
Den,Tiburon,0,98,2019-01-09 19:47:28
Home Gym,Culebra,0,57,2019-01-09 19:47:28
Shower,Culebra,8,1,2019-01-09 19:47:28
Den,Dog,0,25,2019-01-09 19:47:28
Home Gym,Aardvark,8,65,2019-01-09 19:47:28
Den,Pig,0,53,2019-01-09 19:47:28
Room,Weasle,0,19,2019-01-09 19:47:28
Sauna,Dog,8,87,2019-01-09 19:47:28
Avery,Cat,8,1,2019-01-09 19:47:28
Sauna,Culebra,0,11,2019-01-09 19:47:28
Dog House,Chupacabra,8,1,2019-01-09 19:47:28
Avery,Culebra,0,60,2019-01-09 19:47:28
Dog House,Pig,8,76,2019-01-09 19:47:28
Room,Aardvark,0,36,2019-01-09 19:47:28
Coat Room,Mariposa,8,17,2019-01-09 19:47:28
Room,Chupacabra,0,7,2019-01-09 19:47:28
Closet,Chupacabra,8,69,2019-01-09 19:47:28
Closet,Aardvark,8,7,2019-01-09 19:47:28
Home Gym,Pig,0,7,2019-01-09 19:47:28
Kitchen,Mariposa,8,85,2019-01-09 19:47:28
Dining Room,Aardvark,8,78,2019-01-09 19:47:28
Den,Aardvark,0,82,2019-01-09 19:47:28
Closet,Aardvark,0,84,2019-01-09 19:47:28
Kitchen,Iguana,8,78,2019-01-09 19:47:28
Home Gym,Culebra,8,19,2019-01-09 19:47:28
Kitchen,Weasle,8,82,2019-01-09 19:47:28
Den,Mariposa,8,13,2019-01-09 19:47:28
Shower,Pig,0,88,2019-01-09 19:47:28
Den,Horse,0,54,2019-01-09 19:47:28
Avery,Mule,0,66,2019-01-09 19:47:28
Sauna,Weasle,8,50,2019-01-09 19:47:28
Home Gym,Dog,8,72,2019-01-09 19:47:28
Dining Room,Horse,8,95,2019-01-09 19:47:28
Closet,Chupacabra,8,12,2019-01-09 19:47:28
Kitchen,Aardvark,8,16,2019-01-09 19:47:28
Tree House,Chupacabra,8,57,2019-01-09 19:47:28
Patio,Pig,8,54,2019-01-09 19:47:28
Club House,Rana,0,4,2019-01-09 19:47:28
Club House,Weasle,8,63,2019-01-09 19:47:28
Abuelita's Studio,Aardvark,8,33,2019-01-09 19:47:28
Closet,Cat,8,66,2019-01-09 19:47:28
Avery,Chupacabra,0,69,2019-01-09 19:47:28
Dining Room,Culebra,0,94,2019-01-09 19:47:28
Closet,Iguana,8,49,2019-01-09 19:47:28
Sauna,Pig,0,95,2019-01-09 19:47:28
Dining Room,Iguana,8,47,2019-01-09 19:47:28
Avery,Tiburon,0,35,2019-01-09 19:47:28
Closet,Rana,0,51,2019-01-09 19:47:28
Avery,Tiburon,0,68,2019-01-09 19:47:28
Dog House,Cat,8,77,2019-01-09 19:47:28
Club House,Cat,8,62,2019-01-09 19:47:28
Avery,Pig,0,93,2019-01-09 19:47:28
Avery,Dog,0,0,2019-01-09 19:47:28
Patio,Weasle,8,72,2019-01-09 19:47:28
Club House,Culebra,8,77,2019-01-09 19:47:28
Avery,Chupacabra,0,29,2019-01-09 19:47:28
Dining Room,Dog,8,78,2019-01-09 19:47:28
Dog House,Mariposa,8,11,2019-01-09 19:47:28
Sauna,Rana,0,95,2019-01-09 19:47:28
Room,Mariposa,8,90,2019-01-09 19:47:28
Kitchen,Mariposa,8,39,2019-01-09 19:47:28
Den,Tiburon,8,15,2019-01-09 19:47:28
Coat Room,Iguana,8,17,2019-01-09 19:47:28
Club House,Mule,8,34,2019-01-09 19:47:28
Dining Room,Aardvark,0,53,2019-01-09 19:47:28
Dining Room,Mule,0,59,2019-01-09 19:47:28
Avery,Culebra,0,63,2019-01-09 19:47:28
Avery,Chupacabra,0,5,2019-01-09 19:47:28
Sauna,Rana,0,77,2019-01-09 19:47:28
Room,Pig,0,86,2019-01-09 19:47:28
Kitchen,Iguana,0,46,2019-01-09 19:47:28
Dining Room,Aardvark,8,28,2019-01-09 19:47:28
Club House,Dog,0,27,2019-01-09 19:47:28
Tree House,Chupacabra,0,26,2019-01-09 19:47:28
Dog House,Mariposa,0,83,2019-01-09 19:47:28
Home Gym,Aardvark,0,79,2019-01-09 19:47:28
Abuelita's Studio,Horse,8,98,2019-01-09 19:47:28
Room,Pig,8,1,2019-01-09 19:47:28
Room,Chupacabra,0,16,2019-01-09 19:47:28
Home Gym,Horse,0,56,2019-01-09 19:47:28
Patio,Cat,0,6,2019-01-09 19:47:28
Closet,Pig,8,1,2019-01-09 19:47:28
Sauna,Horse,0,80,2019-01-09 19:47:28
Room,Iguana,8,9,2019-01-09 19:47:28
Closet,Horse,8,92,2019-01-09 19:47:28
Room,Rana,8,58,2019-01-09 19:47:28
Dining Room,Iguana,8,62,2019-01-09 19:47:28
Club House,Weasle,0,11,2019-01-09 19:47:28
Abuelita's Studio,Aardvark,8,75,2019-01-09 19:47:28
Kitchen,Tiburon,8,58,2019-01-09 19:47:28
Dog House,Tiburon,8,12,2019-01-09 19:47:28
Sauna,Aardvark,0,34,2019-01-09 19:47:28
Room,Pig,0,7,2019-01-09 19:47:28
Home Gym,Cat,0,59,2019-01-09 19:47:28
Dining Room,Mule,0,3,2019-01-09 19:47:28
Coat Room,Mariposa,8,41,2019-01-09 19:47:28
Kitchen,Pig,0,74,2019-01-09 19:47:28
Shower,Chupacabra,8,86,2019-01-09 19:47:28
Tree House,Culebra,0,97,2019-01-09 19:47:28
Room,Pig,0,30,2019-01-09 19:47:28
Avery,Culebra,8,75,2019-01-09 19:47:28
Tree House,Weasle,8,43,2019-01-09 19:47:28
Sauna,Culebra,8,39,2019-01-09 19:47:28
Sauna,Tiburon,0,5,2019-01-09 19:47:28
Abuelita's Studio,Pig,0,37,2019-01-09 19:47:28
Home Gym,Iguana,8,67,2019-01-09 19:47:28
Dog House,Weasle,0,73,2019-01-09 19:47:28
Closet,Culebra,0,23,2019-01-09 19:47:28
Tree House,Mariposa,0,98,2019-01-09 19:47:28
Home Gym,Dog,0,57,2019-01-09 19:47:28
Dog House,Horse,0,28,2019-01-09 19:47:28
Sauna,Pig,8,37,2019-01-09 19:47:28
Kitchen,Tiburon,8,0,2019-01-09 19:47:28
Kitchen,Cat,0,93,2019-01-09 19:47:28
Den,Horse,8,25,2019-01-09 19:47:28
Avery,Chupacabra,0,76,2019-01-09 19:47:28
Kitchen,Tiburon,8,18,2019-01-09 19:47:28
Shower,Pig,0,72,2019-01-09 19:47:28
Home Gym,Cat,8,66,2019-01-09 19:47:28
Dining Room,Mule,0,89,2019-01-09 19:47:28
Home Gym,Culebra,8,8,2019-01-09 19:47:28
Club House,Weasle,0,22,2019-01-09 19:47:28
Avery,Rana,0,12,2019-01-09 19:47:28
Kitchen,Mariposa,8,78,2019-01-09 19:47:28
Room,Dog,0,33,2019-01-09 19:47:28
Dog House,Culebra,8,61,2019-01-09 19:47:28
Dining Room,Pig,0,94,2019-01-09 19:47:28
Avery,Culebra,0,96,2019-01-09 19:47:28
Abuelita's Studio,Dog,0,50,2019-01-09 19:47:28
Room,Mule,8,60,2019-01-09 19:47:28
Dog House,Iguana,0,38,2019-01-09 19:47:28
Dog House,Dog,0,15,2019-01-09 19:47:28
Room,Dog,0,69,2019-01-09 19:47:28
Patio,Rana,0,80,2019-01-09 19:47:28
Club House,Chupacabra,0,85,2019-01-09 19:47:28
Room,Cat,8,62,2019-01-09 19:47:28
Home Gym,Iguana,8,35,2019-01-09 19:47:28
Dog House,Aardvark,8,17,2019-01-09 19:47:28
Dog House,Horse,8,88,2019-01-09 19:47:28
Dog House,Rana,0,98,2019-01-09 19:47:28
Dog House,Mule,8,26,2019-01-09 19:47:28
Patio,Mule,8,69,2019-01-09 19:47:28
Club House,Tiburon,8,77,2019-01-09 19:47:28
Closet,Cat,0,35,2019-01-09 19:47:28
Dining Room,Mariposa,8,83,2019-01-09 19:47:28
Kitchen,Culebra,0,62,2019-01-09 19:47:28
Club House,Chupacabra,0,12,2019-01-09 19:47:28
Avery,Aardvark,8,94,2019-01-09 19:47:28
Club House,Culebra,0,49,2019-01-09 19:47:28
Coat Room,Rana,0,20,2019-01-09 19:47:28
Kitchen,Aardvark,8,26,2019-01-09 19:47:28
Den,Mule,8,83,2019-01-09 19:47:28
Avery,Tiburon,0,12,2019-01-09 19:47:28
Coat Room,Tiburon,0,12,2019-01-09 19:47:28
Club House,Culebra,0,1,2019-01-09 19:47:28
Dining Room,Weasle,0,7,2019-01-09 19:47:28
Abuelita's Studio,Dog,0,35,2019-01-09 19:47:28
Shower,Chupacabra,8,74,2019-01-09 19:47:28
Shower,Weasle,8,80,2019-01-09 19:47:28
Avery,Iguana,0,16,2019-01-09 19:47:28
Patio,Cat,0,36,2019-01-09 19:47:28
Patio,Cat,0,33,2019-01-09 19:47:28
Coat Room,Mule,0,48,2019-01-09 19:47:28
Club House,Rana,8,85,2019-01-09 19:47:28
Room,Pig,8,30,2019-01-09 19:47:28
Tree House,Horse,0,40,2019-01-09 19:47:28
Tree House,Weasle,0,18,2019-01-09 19:47:28
Tree House,Mariposa,0,87,2019-01-09 19:47:28
Coat Room,Dog,8,39,2019-01-09 19:47:28
Den,Tiburon,8,31,2019-01-09 19:47:28
Patio,Iguana,8,85,2019-01-09 19:47:28
Den,Culebra,0,26,2019-01-09 19:47:28
Avery,Iguana,8,44,2019-01-09 19:47:28
Tree House,Chupacabra,8,81,2019-01-09 19:47:28
Dog House,Rana,8,20,2019-01-09 19:47:28
Home Gym,Rana,8,33,2019-01-09 19:47:28
Club House,Dog,0,2,2019-01-09 19:47:28
Club House,Culebra,0,9,2019-01-09 19:47:28
Patio,Mariposa,8,29,2019-01-09 19:47:28
Kitchen,Cat,8,99,2019-01-09 19:47:28
Avery,Mariposa,8,8,2019-01-09 19:47:28
Closet,Horse,0,44,2019-01-09 19:47:28
Dog House,Chupacabra,8,72,2019-01-09 19:47:28
Coat Room,Chupacabra,8,41,2019-01-09 19:47:28
