Facility,Description,Result,Minutes_elapsed,Time_stamp
Abuelita's Studio,Horse,0,98,2019-01-25 05:58:40
Patio,Chupacabra,8,58,2019-01-25 05:58:40
Dining Room,Mule,0,1,2019-01-25 05:58:40
Dog House,Chupacabra,8,77,2019-01-25 05:58:40
Coat Room,Iguana,8,18,2019-01-25 05:58:40
Den,Mule,8,86,2019-01-25 05:58:40
Kitchen,Mule,8,40,2019-01-25 05:58:40
Avery,Tiburon,8,13,2019-01-25 05:58:40
Den,Weasle,8,33,2019-01-25 05:58:40
Coat Room,Weasle,8,73,2019-01-25 05:58:40
Dog House,Iguana,0,35,2019-01-25 05:58:40
Tree House,Iguana,0,74,2019-01-25 05:58:40
Home Gym,Cat,0,78,2019-01-25 05:58:40
Tree House,Weasle,0,72,2019-01-25 05:58:40
Kitchen,Mule,8,32,2019-01-25 05:58:40
Coat Room,Pig,0,84,2019-01-25 05:58:40
Sauna,Mule,8,4,2019-01-25 05:58:40
Closet,Rana,8,81,2019-01-25 05:58:40
Club House,Cat,8,63,2019-01-25 05:58:40
Patio,Iguana,0,67,2019-01-25 05:58:40
Den,Mariposa,0,24,2019-01-25 05:58:40
Dining Room,Horse,0,86,2019-01-25 05:58:40
Room,Weasle,8,46,2019-01-25 05:58:40
Room,Culebra,0,44,2019-01-25 05:58:40
Patio,Mule,0,67,2019-01-25 05:58:40
Home Gym,Mule,8,48,2019-01-25 05:58:40
Avery,Weasle,8,8,2019-01-25 05:58:40
Den,Pig,0,91,2019-01-25 05:58:40
Patio,Mule,8,32,2019-01-25 05:58:40
Abuelita's Studio,Tiburon,0,98,2019-01-25 05:58:40
Tree House,Aardvark,0,79,2019-01-25 05:58:40
Sauna,Horse,0,57,2019-01-25 05:58:40
Abuelita's Studio,Mariposa,8,71,2019-01-25 05:58:40
Room,Dog,0,97,2019-01-25 05:58:40
Kitchen,Aardvark,0,52,2019-01-25 05:58:40
Home Gym,Culebra,0,60,2019-01-25 05:58:40
Dining Room,Dog,8,58,2019-01-25 05:58:40
Shower,Weasle,0,11,2019-01-25 05:58:40
Club House,Dog,0,64,2019-01-25 05:58:40
Avery,Pig,8,35,2019-01-25 05:58:40
Tree House,Dog,8,10,2019-01-25 05:58:40
Room,Mariposa,0,4,2019-01-25 05:58:40
Dining Room,Weasle,0,35,2019-01-25 05:58:40
Sauna,Rana,0,79,2019-01-25 05:58:40
Avery,Mule,0,16,2019-01-25 05:58:40
Kitchen,Aardvark,8,77,2019-01-25 05:58:40
Tree House,Weasle,8,62,2019-01-25 05:58:40
Coat Room,Cat,0,24,2019-01-25 05:58:40
Dog House,Tiburon,8,43,2019-01-25 05:58:40
Avery,Iguana,8,53,2019-01-25 05:58:40
Sauna,Tiburon,0,91,2019-01-25 05:58:40
Dining Room,Horse,0,33,2019-01-25 05:58:40
Room,Weasle,8,66,2019-01-25 05:58:40
Kitchen,Culebra,0,48,2019-01-25 05:58:40
Tree House,Aardvark,0,60,2019-01-25 05:58:40
Closet,Chupacabra,0,84,2019-01-25 05:58:40
Kitchen,Mariposa,8,83,2019-01-25 05:58:40
Dining Room,Pig,0,17,2019-01-25 05:58:40
Avery,Cat,8,81,2019-01-25 05:58:40
Closet,Mule,0,42,2019-01-25 05:58:40
Patio,Culebra,8,21,2019-01-25 05:58:40
Home Gym,Mariposa,0,34,2019-01-25 05:58:40
Closet,Mule,8,11,2019-01-25 05:58:40
Kitchen,Iguana,8,95,2019-01-25 05:58:40
Sauna,Culebra,8,1,2019-01-25 05:58:40
Shower,Horse,8,57,2019-01-25 05:58:40
Home Gym,Rana,0,57,2019-01-25 05:58:40
Sauna,Aardvark,8,27,2019-01-25 05:58:40
Den,Tiburon,8,96,2019-01-25 05:58:40
Shower,Horse,0,93,2019-01-25 05:58:40
Patio,Iguana,0,73,2019-01-25 05:58:40
Coat Room,Culebra,0,44,2019-01-25 05:58:40
Shower,Mariposa,8,50,2019-01-25 05:58:40
Club House,Weasle,0,4,2019-01-25 05:58:40
Club House,Tiburon,8,51,2019-01-25 05:58:40
Club House,Horse,0,2,2019-01-25 05:58:40
Tree House,Culebra,8,2,2019-01-25 05:58:40
Patio,Culebra,8,75,2019-01-25 05:58:40
Club House,Pig,8,46,2019-01-25 05:58:40
Sauna,Mariposa,8,65,2019-01-25 05:58:40
Kitchen,Iguana,0,30,2019-01-25 05:58:40
Coat Room,Weasle,8,87,2019-01-25 05:58:40
Avery,Weasle,0,60,2019-01-25 05:58:40
Den,Mule,0,62,2019-01-25 05:58:40
Den,Horse,0,34,2019-01-25 05:58:40
Tree House,Pig,0,82,2019-01-25 05:58:40
Patio,Culebra,0,28,2019-01-25 05:58:40
Closet,Rana,0,41,2019-01-25 05:58:40
Abuelita's Studio,Dog,0,46,2019-01-25 05:58:40
Dining Room,Culebra,8,90,2019-01-25 05:58:40
Abuelita's Studio,Aardvark,8,98,2019-01-25 05:58:40
Tree House,Tiburon,0,67,2019-01-25 05:58:40
Closet,Mule,0,66,2019-01-25 05:58:40
Coat Room,Iguana,0,49,2019-01-25 05:58:40
Den,Chupacabra,0,71,2019-01-25 05:58:40
Kitchen,Aardvark,0,1,2019-01-25 05:58:40
Coat Room,Mariposa,0,13,2019-01-25 05:58:40
Abuelita's Studio,Aardvark,8,76,2019-01-25 05:58:40
Avery,Mariposa,8,28,2019-01-25 05:58:40
Shower,Mule,0,37,2019-01-25 05:58:40
Sauna,Mariposa,0,6,2019-01-25 05:58:40
Dining Room,Iguana,0,66,2019-01-25 05:58:40
