Facility,Description,Result,Minutes_elapsed,Time_stamp
Dog House,Cat,8,98,2019-01-09 18:53:49
Shower,Cat,0,83,2019-01-09 18:53:49
Sauna,Mule,0,25,2019-01-09 18:53:49
Kitchen,Horse,8,33,2019-01-09 18:53:49
Den,Horse,0,28,2019-01-09 18:53:49
Tree House,Iguana,0,17,2019-01-09 18:53:49
Room,Pig,8,64,2019-01-09 18:53:49
Coat Room,Weasle,0,34,2019-01-09 18:53:49
Dining Room,Weasle,8,10,2019-01-09 18:53:49
Home Gym,Cat,0,35,2019-01-09 18:53:49
Shower,Rana,8,92,2019-01-09 18:53:49
Dog House,Chupacabra,0,53,2019-01-09 18:53:49
Room,Cat,8,22,2019-01-09 18:53:49
Room,Cat,8,11,2019-01-09 18:53:49
Home Gym,Cat,8,64,2019-01-09 18:53:49
Sauna,Dog,0,40,2019-01-09 18:53:49
Abuelita's Studio,Cat,8,66,2019-01-09 18:53:49
Tree House,Iguana,8,75,2019-01-09 18:53:49
Abuelita's Studio,Aardvark,0,44,2019-01-09 18:53:49
Den,Horse,8,94,2019-01-09 18:53:49
Tree House,Mariposa,8,8,2019-01-09 18:53:49
Shower,Pig,0,12,2019-01-09 18:53:49
Avery,Pig,0,48,2019-01-09 18:53:49
Kitchen,Mule,0,70,2019-01-09 18:53:49
Dog House,Horse,8,51,2019-01-09 18:53:49
Dining Room,Dog,0,54,2019-01-09 18:53:49
Shower,Aardvark,8,13,2019-01-09 18:53:49
Avery,Dog,8,85,2019-01-09 18:53:49
Tree House,Horse,0,97,2019-01-09 18:53:49
Home Gym,Weasle,0,26,2019-01-09 18:53:49
Abuelita's Studio,Pig,0,41,2019-01-09 18:53:49
Dog House,Mariposa,0,10,2019-01-09 18:53:49
Den,Weasle,0,21,2019-01-09 18:53:49
Dog House,Horse,8,16,2019-01-09 18:53:49
Den,Aardvark,8,57,2019-01-09 18:53:49
Shower,Aardvark,8,73,2019-01-09 18:53:49
Sauna,Mariposa,0,99,2019-01-09 18:53:49
Coat Room,Pig,8,40,2019-01-09 18:53:49
Tree House,Tiburon,8,63,2019-01-09 18:53:49
Patio,Mule,0,75,2019-01-09 18:53:49
Dog House,Culebra,8,96,2019-01-09 18:53:49
Den,Tiburon,8,71,2019-01-09 18:53:49
Patio,Rana,0,42,2019-01-09 18:53:49
Dog House,Weasle,0,77,2019-01-09 18:53:49
Room,Pig,0,68,2019-01-09 18:53:49
Tree House,Mariposa,8,90,2019-01-09 18:53:49
Coat Room,Tiburon,0,44,2019-01-09 18:53:49
Coat Room,Iguana,0,44,2019-01-09 18:53:49
Home Gym,Tiburon,8,64,2019-01-09 18:53:49
