Facility,Description,Result,Minutes_elapsed,Time_stamp
Coat Room,Culebra,8,14,2019-01-16 13:21:20
Closet,Culebra,0,11,2019-01-16 13:21:20
Abuelita's Studio,Pig,0,97,2019-01-16 13:21:20
Kitchen,Tiburon,0,1,2019-01-16 13:21:20
Dining Room,Mule,0,0,2019-01-16 13:21:20
Abuelita's Studio,Horse,0,75,2019-01-16 13:21:20
Avery,Tiburon,0,86,2019-01-16 13:21:20
Kitchen,Cat,8,92,2019-01-16 13:21:20
Sauna,Horse,8,48,2019-01-16 13:21:20
Shower,Horse,8,81,2019-01-16 13:21:20
Den,Chupacabra,8,79,2019-01-16 13:21:20
Dog House,Mariposa,8,72,2019-01-16 13:21:20
Tree House,Iguana,8,62,2019-01-16 13:21:20
Dining Room,Cat,0,3,2019-01-16 13:21:20
Dog House,Mariposa,0,36,2019-01-16 13:21:20
Sauna,Pig,8,75,2019-01-16 13:21:20
Avery,Mule,8,85,2019-01-16 13:21:20
Tree House,Rana,8,1,2019-01-16 13:21:20
Patio,Culebra,0,36,2019-01-16 13:21:20
Room,Dog,8,73,2019-01-16 13:21:20
Club House,Cat,8,95,2019-01-16 13:21:20
Shower,Aardvark,8,87,2019-01-16 13:21:20
Shower,Dog,8,92,2019-01-16 13:21:20
Room,Chupacabra,8,36,2019-01-16 13:21:20
Avery,Aardvark,0,27,2019-01-16 13:21:20
Abuelita's Studio,Horse,8,53,2019-01-16 13:21:20
Kitchen,Dog,8,87,2019-01-16 13:21:20
Sauna,Horse,0,59,2019-01-16 13:21:20
Kitchen,Pig,0,4,2019-01-16 13:21:20
Avery,Tiburon,8,44,2019-01-16 13:21:20
Abuelita's Studio,Iguana,8,72,2019-01-16 13:21:20
Patio,Tiburon,0,95,2019-01-16 13:21:20
Dog House,Mule,8,22,2019-01-16 13:21:20
Club House,Dog,0,38,2019-01-16 13:21:20
Shower,Mariposa,0,61,2019-01-16 13:21:20
Tree House,Cat,8,47,2019-01-16 13:21:20
Kitchen,Culebra,8,42,2019-01-16 13:21:20
Tree House,Weasle,0,32,2019-01-16 13:21:20
Dining Room,Pig,8,35,2019-01-16 13:21:20
Sauna,Horse,8,10,2019-01-16 13:21:20
Avery,Tiburon,0,1,2019-01-16 13:21:20
Tree House,Mule,0,24,2019-01-16 13:21:20
Tree House,Rana,8,76,2019-01-16 13:21:20
Dog House,Rana,8,43,2019-01-16 13:21:20
Room,Culebra,0,37,2019-01-16 13:21:20
Closet,Mariposa,8,0,2019-01-16 13:21:20
Kitchen,Weasle,0,40,2019-01-16 13:21:20
Club House,Chupacabra,8,12,2019-01-16 13:21:20
Dog House,Pig,8,15,2019-01-16 13:21:20
Closet,Weasle,8,6,2019-01-16 13:21:20
Home Gym,Chupacabra,0,91,2019-01-16 13:21:20
Den,Tiburon,8,91,2019-01-16 13:21:20
Closet,Weasle,8,26,2019-01-16 13:21:20
Avery,Cat,8,12,2019-01-16 13:21:20
Kitchen,Dog,8,60,2019-01-16 13:21:20
Room,Cat,8,67,2019-01-16 13:21:20
Den,Mule,8,24,2019-01-16 13:21:20
Den,Tiburon,0,43,2019-01-16 13:21:20
Room,Aardvark,8,41,2019-01-16 13:21:20
Abuelita's Studio,Dog,0,93,2019-01-16 13:21:20
Den,Mariposa,0,26,2019-01-16 13:21:20
Sauna,Tiburon,0,90,2019-01-16 13:21:20
Club House,Pig,0,85,2019-01-16 13:21:20
Kitchen,Pig,8,48,2019-01-16 13:21:20
Den,Chupacabra,0,17,2019-01-16 13:21:20
Coat Room,Iguana,0,27,2019-01-16 13:21:20
Closet,Mariposa,8,18,2019-01-16 13:21:20
Room,Mariposa,8,70,2019-01-16 13:21:20
Club House,Iguana,0,66,2019-01-16 13:21:20
Dog House,Horse,0,64,2019-01-16 13:21:20
Kitchen,Mariposa,8,86,2019-01-16 13:21:20
Sauna,Horse,0,32,2019-01-16 13:21:20
Coat Room,Tiburon,0,0,2019-01-16 13:21:20
Den,Mule,0,62,2019-01-16 13:21:20
Room,Aardvark,8,2,2019-01-16 13:21:20
Abuelita's Studio,Pig,8,32,2019-01-16 13:21:20
Sauna,Weasle,8,19,2019-01-16 13:21:20
Sauna,Rana,0,46,2019-01-16 13:21:20
Closet,Dog,8,25,2019-01-16 13:21:20
Tree House,Mule,0,64,2019-01-16 13:21:20
Dog House,Culebra,8,2,2019-01-16 13:21:20
Abuelita's Studio,Iguana,0,3,2019-01-16 13:21:20
Dog House,Mariposa,0,9,2019-01-16 13:21:20
Abuelita's Studio,Weasle,8,2,2019-01-16 13:21:20
Sauna,Aardvark,0,25,2019-01-16 13:21:20
Tree House,Chupacabra,8,55,2019-01-16 13:21:20
Home Gym,Rana,0,91,2019-01-16 13:21:20
Abuelita's Studio,Cat,8,33,2019-01-16 13:21:20
Tree House,Chupacabra,0,52,2019-01-16 13:21:20
Coat Room,Weasle,0,44,2019-01-16 13:21:20
Avery,Aardvark,0,16,2019-01-16 13:21:20
Coat Room,Aardvark,0,44,2019-01-16 13:21:20
Dog House,Weasle,8,40,2019-01-16 13:21:20
Den,Mariposa,0,69,2019-01-16 13:21:20
Coat Room,Chupacabra,0,27,2019-01-16 13:21:20
Shower,Culebra,8,77,2019-01-16 13:21:20
Abuelita's Studio,Aardvark,0,26,2019-01-16 13:21:20
Dog House,Iguana,0,76,2019-01-16 13:21:20
Room,Pig,8,74,2019-01-16 13:21:20
Den,Iguana,0,25,2019-01-16 13:21:20
Room,Dog,8,66,2019-01-16 13:21:20
Den,Tiburon,8,72,2019-01-16 13:21:20
Closet,Mariposa,8,95,2019-01-16 13:21:20
Room,Rana,0,63,2019-01-16 13:21:20
Abuelita's Studio,Horse,0,74,2019-01-16 13:21:20
Tree House,Dog,8,9,2019-01-16 13:21:20
Tree House,Iguana,0,18,2019-01-16 13:21:20
Avery,Chupacabra,8,18,2019-01-16 13:21:20
Den,Tiburon,0,75,2019-01-16 13:21:20
Tree House,Pig,0,11,2019-01-16 13:21:20
Patio,Iguana,0,17,2019-01-16 13:21:20
Room,Culebra,8,11,2019-01-16 13:21:20
Club House,Aardvark,8,63,2019-01-16 13:21:20
Shower,Pig,8,85,2019-01-16 13:21:20
Patio,Aardvark,0,22,2019-01-16 13:21:20
Abuelita's Studio,Cat,8,27,2019-01-16 13:21:20
Patio,Mariposa,0,30,2019-01-16 13:21:20
Room,Horse,0,77,2019-01-16 13:21:20
Sauna,Horse,0,27,2019-01-16 13:21:20
Den,Aardvark,0,46,2019-01-16 13:21:20
Closet,Horse,0,28,2019-01-16 13:21:20
Sauna,Aardvark,0,4,2019-01-16 13:21:20
Kitchen,Weasle,0,79,2019-01-16 13:21:20
Home Gym,Culebra,8,17,2019-01-16 13:21:20
Home Gym,Dog,8,42,2019-01-16 13:21:20
Sauna,Mariposa,8,9,2019-01-16 13:21:20
Closet,Tiburon,0,95,2019-01-16 13:21:20
Club House,Weasle,8,69,2019-01-16 13:21:20
Kitchen,Pig,8,73,2019-01-16 13:21:20
Club House,Dog,0,5,2019-01-16 13:21:20
Abuelita's Studio,Pig,0,62,2019-01-16 13:21:20
Avery,Culebra,0,76,2019-01-16 13:21:20
Dog House,Dog,8,84,2019-01-16 13:21:20
Closet,Aardvark,0,27,2019-01-16 13:21:20
Tree House,Horse,0,75,2019-01-16 13:21:20
Abuelita's Studio,Mariposa,0,39,2019-01-16 13:21:20
Dog House,Mule,0,8,2019-01-16 13:21:20
Patio,Weasle,8,88,2019-01-16 13:21:20
Den,Weasle,8,69,2019-01-16 13:21:20
Sauna,Tiburon,0,98,2019-01-16 13:21:20
Kitchen,Mariposa,8,23,2019-01-16 13:21:20
Tree House,Tiburon,8,67,2019-01-16 13:21:20
Patio,Aardvark,0,17,2019-01-16 13:21:20
Den,Horse,0,73,2019-01-16 13:21:20
Tree House,Weasle,8,1,2019-01-16 13:21:20
Tree House,Aardvark,0,69,2019-01-16 13:21:20
Closet,Horse,8,35,2019-01-16 13:21:20
Home Gym,Pig,8,74,2019-01-16 13:21:20
Closet,Dog,0,54,2019-01-16 13:21:20
Dining Room,Horse,0,3,2019-01-16 13:21:20
Closet,Mariposa,8,0,2019-01-16 13:21:20
Coat Room,Dog,0,58,2019-01-16 13:21:20
Sauna,Weasle,8,98,2019-01-16 13:21:20
Patio,Dog,0,86,2019-01-16 13:21:20
Room,Rana,8,33,2019-01-16 13:21:20
Kitchen,Aardvark,8,16,2019-01-16 13:21:20
Tree House,Dog,0,67,2019-01-16 13:21:20
Kitchen,Culebra,8,22,2019-01-16 13:21:20
Room,Cat,8,23,2019-01-16 13:21:20
Avery,Pig,0,28,2019-01-16 13:21:20
Tree House,Chupacabra,8,87,2019-01-16 13:21:20
Avery,Iguana,8,19,2019-01-16 13:21:20
Dining Room,Pig,8,14,2019-01-16 13:21:20
Avery,Pig,8,7,2019-01-16 13:21:20
Abuelita's Studio,Mule,0,61,2019-01-16 13:21:20
Room,Pig,0,62,2019-01-16 13:21:20
Kitchen,Iguana,0,77,2019-01-16 13:21:20
Kitchen,Weasle,8,1,2019-01-16 13:21:20
Club House,Horse,8,15,2019-01-16 13:21:20
Closet,Weasle,8,86,2019-01-16 13:21:20
Tree House,Weasle,0,18,2019-01-16 13:21:20
Dog House,Horse,0,98,2019-01-16 13:21:20
Patio,Iguana,8,98,2019-01-16 13:21:20
Club House,Culebra,0,25,2019-01-16 13:21:20
Coat Room,Iguana,8,41,2019-01-16 13:21:20
Abuelita's Studio,Pig,8,35,2019-01-16 13:21:20
Kitchen,Dog,0,44,2019-01-16 13:21:20
Den,Tiburon,0,51,2019-01-16 13:21:20
Closet,Mariposa,0,86,2019-01-16 13:21:20
Coat Room,Chupacabra,0,7,2019-01-16 13:21:20
Abuelita's Studio,Culebra,8,77,2019-01-16 13:21:20
Dining Room,Culebra,0,45,2019-01-16 13:21:20
Dining Room,Rana,8,58,2019-01-16 13:21:20
Coat Room,Weasle,8,53,2019-01-16 13:21:20
Room,Aardvark,0,4,2019-01-16 13:21:20
Abuelita's Studio,Weasle,0,71,2019-01-16 13:21:20
Tree House,Tiburon,8,4,2019-01-16 13:21:20
Club House,Mariposa,8,27,2019-01-16 13:21:20
Sauna,Dog,0,40,2019-01-16 13:21:20
Avery,Mariposa,8,32,2019-01-16 13:21:20
Club House,Chupacabra,8,19,2019-01-16 13:21:20
Club House,Mule,0,39,2019-01-16 13:21:20
Dining Room,Mule,8,42,2019-01-16 13:21:20
Dog House,Cat,0,36,2019-01-16 13:21:20
Dog House,Pig,0,8,2019-01-16 13:21:20
Home Gym,Tiburon,0,39,2019-01-16 13:21:20
Shower,Pig,0,17,2019-01-16 13:21:20
Coat Room,Culebra,0,67,2019-01-16 13:21:20
Patio,Mule,8,12,2019-01-16 13:21:20
Coat Room,Weasle,8,21,2019-01-16 13:21:20
Shower,Pig,0,95,2019-01-16 13:21:20
Kitchen,Mariposa,0,88,2019-01-16 13:21:20
Closet,Mariposa,8,31,2019-01-16 13:21:20
Home Gym,Aardvark,8,58,2019-01-16 13:21:20
Dining Room,Weasle,8,38,2019-01-16 13:21:20
Patio,Aardvark,8,66,2019-01-16 13:21:20
Patio,Tiburon,8,51,2019-01-16 13:21:20
Club House,Dog,8,8,2019-01-16 13:21:20
Patio,Dog,8,67,2019-01-16 13:21:20
Dining Room,Horse,0,58,2019-01-16 13:21:20
Dog House,Horse,0,13,2019-01-16 13:21:20
Dining Room,Cat,0,28,2019-01-16 13:21:20
Sauna,Aardvark,8,53,2019-01-16 13:21:20
Dining Room,Dog,8,30,2019-01-16 13:21:20
Dog House,Iguana,8,3,2019-01-16 13:21:20
Dog House,Horse,0,51,2019-01-16 13:21:20
Coat Room,Aardvark,0,10,2019-01-16 13:21:20
Dining Room,Cat,0,54,2019-01-16 13:21:20
Dog House,Aardvark,0,63,2019-01-16 13:21:20
Coat Room,Dog,8,8,2019-01-16 13:21:20
Kitchen,Mule,0,55,2019-01-16 13:21:20
Den,Aardvark,8,72,2019-01-16 13:21:20
Avery,Rana,0,3,2019-01-16 13:21:20
Shower,Culebra,8,48,2019-01-16 13:21:20
Shower,Chupacabra,0,37,2019-01-16 13:21:20
Room,Iguana,8,31,2019-01-16 13:21:20
Den,Rana,0,67,2019-01-16 13:21:20
Dining Room,Aardvark,8,51,2019-01-16 13:21:20
Tree House,Mariposa,8,62,2019-01-16 13:21:20
Room,Mariposa,0,94,2019-01-16 13:21:20
Kitchen,Dog,0,95,2019-01-16 13:21:20
Sauna,Horse,0,20,2019-01-16 13:21:20
Shower,Aardvark,8,70,2019-01-16 13:21:20
Den,Culebra,8,45,2019-01-16 13:21:20
Room,Iguana,8,58,2019-01-16 13:21:20
Closet,Aardvark,0,38,2019-01-16 13:21:20
Shower,Cat,8,16,2019-01-16 13:21:20
Patio,Mule,8,65,2019-01-16 13:21:20
Dining Room,Culebra,0,22,2019-01-16 13:21:20
Home Gym,Culebra,0,7,2019-01-16 13:21:20
Abuelita's Studio,Chupacabra,8,25,2019-01-16 13:21:20
Club House,Culebra,0,27,2019-01-16 13:21:20
Room,Iguana,0,85,2019-01-16 13:21:20
Patio,Mule,0,30,2019-01-16 13:21:20
