Facility,Description,Result,Minutes_elapsed,Time_stamp
Coat Room,Aardvark,8,37,2019-01-23 12:50:24
Closet,Aardvark,0,69,2019-01-23 12:50:24
Closet,Dog,0,84,2019-01-23 12:50:24
Den,Chupacabra,0,33,2019-01-23 12:50:24
Shower,Tiburon,8,55,2019-01-23 12:50:24
Dog House,Cat,8,21,2019-01-23 12:50:24
Club House,Horse,0,98,2019-01-23 12:50:24
Sauna,Mule,8,69,2019-01-23 12:50:24
Closet,Iguana,0,70,2019-01-23 12:50:24
Abuelita's Studio,Culebra,8,86,2019-01-23 12:50:24
Patio,Rana,0,38,2019-01-23 12:50:24
Avery,Culebra,8,23,2019-01-23 12:50:24
Club House,Tiburon,0,78,2019-01-23 12:50:24
Abuelita's Studio,Cat,8,39,2019-01-23 12:50:24
Shower,Aardvark,8,43,2019-01-23 12:50:24
Room,Dog,8,63,2019-01-23 12:50:24
Coat Room,Iguana,0,91,2019-01-23 12:50:24
Patio,Horse,0,53,2019-01-23 12:50:24
Home Gym,Cat,8,33,2019-01-23 12:50:24
Kitchen,Dog,8,69,2019-01-23 12:50:24
Sauna,Tiburon,8,5,2019-01-23 12:50:24
Kitchen,Tiburon,0,19,2019-01-23 12:50:24
Abuelita's Studio,Pig,8,2,2019-01-23 12:50:24
Patio,Mule,0,55,2019-01-23 12:50:24
Coat Room,Dog,0,89,2019-01-23 12:50:24
Room,Mariposa,8,79,2019-01-23 12:50:24
Sauna,Dog,8,18,2019-01-23 12:50:24
Closet,Aardvark,0,60,2019-01-23 12:50:24
Den,Cat,0,59,2019-01-23 12:50:24
Dog House,Aardvark,8,34,2019-01-23 12:50:24
Sauna,Mule,0,43,2019-01-23 12:50:24
Dog House,Mariposa,0,44,2019-01-23 12:50:24
Closet,Horse,0,18,2019-01-23 12:50:24
Abuelita's Studio,Horse,0,2,2019-01-23 12:50:24
Tree House,Weasle,0,78,2019-01-23 12:50:24
Dining Room,Aardvark,8,99,2019-01-23 12:50:24
Club House,Cat,0,78,2019-01-23 12:50:24
Avery,Mule,0,92,2019-01-23 12:50:24
Den,Dog,0,92,2019-01-23 12:50:24
Shower,Aardvark,8,21,2019-01-23 12:50:24
Dining Room,Mule,8,45,2019-01-23 12:50:24
Club House,Culebra,8,42,2019-01-23 12:50:24
Club House,Chupacabra,0,92,2019-01-23 12:50:24
Dog House,Tiburon,0,41,2019-01-23 12:50:24
Abuelita's Studio,Tiburon,8,44,2019-01-23 12:50:24
Dog House,Chupacabra,8,29,2019-01-23 12:50:24
Patio,Aardvark,0,32,2019-01-23 12:50:24
Coat Room,Mule,8,4,2019-01-23 12:50:24
Avery,Culebra,0,55,2019-01-23 12:50:24
Shower,Aardvark,8,49,2019-01-23 12:50:24
Club House,Culebra,8,43,2019-01-23 12:50:24
Club House,Chupacabra,8,10,2019-01-23 12:50:24
Abuelita's Studio,Dog,8,90,2019-01-23 12:50:24
Dog House,Mariposa,8,27,2019-01-23 12:50:24
Dog House,Mule,0,4,2019-01-23 12:50:24
Sauna,Tiburon,8,48,2019-01-23 12:50:24
Avery,Culebra,8,72,2019-01-23 12:50:24
Room,Horse,8,65,2019-01-23 12:50:24
Club House,Pig,0,55,2019-01-23 12:50:24
Avery,Pig,8,95,2019-01-23 12:50:24
Dining Room,Cat,8,69,2019-01-23 12:50:24
Patio,Weasle,0,4,2019-01-23 12:50:24
Avery,Horse,8,34,2019-01-23 12:50:24
Kitchen,Cat,0,99,2019-01-23 12:50:24
Avery,Chupacabra,0,8,2019-01-23 12:50:24
Avery,Weasle,0,23,2019-01-23 12:50:24
Room,Culebra,0,44,2019-01-23 12:50:24
Home Gym,Chupacabra,0,85,2019-01-23 12:50:24
Coat Room,Chupacabra,8,64,2019-01-23 12:50:24
Room,Chupacabra,0,49,2019-01-23 12:50:24
Abuelita's Studio,Weasle,0,16,2019-01-23 12:50:24
Den,Tiburon,0,61,2019-01-23 12:50:24
Den,Mule,8,11,2019-01-23 12:50:24
Dining Room,Aardvark,0,32,2019-01-23 12:50:24
Tree House,Pig,8,15,2019-01-23 12:50:24
Patio,Culebra,8,18,2019-01-23 12:50:24
Den,Cat,8,42,2019-01-23 12:50:24
Home Gym,Iguana,0,15,2019-01-23 12:50:24
Patio,Pig,8,86,2019-01-23 12:50:24
Home Gym,Pig,0,77,2019-01-23 12:50:24
Closet,Tiburon,0,44,2019-01-23 12:50:24
Den,Weasle,8,68,2019-01-23 12:50:24
Shower,Horse,0,32,2019-01-23 12:50:24
Avery,Horse,8,93,2019-01-23 12:50:24
Abuelita's Studio,Mariposa,0,3,2019-01-23 12:50:24
Dining Room,Aardvark,8,2,2019-01-23 12:50:24
Sauna,Iguana,8,47,2019-01-23 12:50:24
Avery,Pig,0,33,2019-01-23 12:50:24
Tree House,Mariposa,0,54,2019-01-23 12:50:24
