Facility,Description,Result,Minutes_elapsed,Time_stamp
Patio,Mariposa,0,24,2019-01-23 10:57:02
Shower,Dog,0,68,2019-01-23 10:57:02
Home Gym,Iguana,8,36,2019-01-23 10:57:02
Coat Room,Mariposa,0,1,2019-01-23 10:57:02
Room,Weasle,8,70,2019-01-23 10:57:02
Room,Horse,0,23,2019-01-23 10:57:02
Abuelita's Studio,Culebra,8,84,2019-01-23 10:57:02
Patio,Cat,0,56,2019-01-23 10:57:02
Home Gym,Aardvark,8,70,2019-01-23 10:57:02
Den,Cat,0,36,2019-01-23 10:57:02
Patio,Iguana,8,32,2019-01-23 10:57:02
Club House,Horse,0,71,2019-01-23 10:57:02
Sauna,Pig,8,54,2019-01-23 10:57:02
Club House,Chupacabra,8,79,2019-01-23 10:57:02
Home Gym,Horse,8,76,2019-01-23 10:57:02
Room,Mariposa,0,23,2019-01-23 10:57:02
Shower,Rana,8,2,2019-01-23 10:57:02
Kitchen,Iguana,0,79,2019-01-23 10:57:02
Shower,Dog,8,64,2019-01-23 10:57:02
Room,Mule,0,56,2019-01-23 10:57:02
Shower,Pig,8,1,2019-01-23 10:57:02
Home Gym,Culebra,8,46,2019-01-23 10:57:02
Patio,Horse,0,40,2019-01-23 10:57:02
Room,Culebra,0,53,2019-01-23 10:57:02
Patio,Culebra,0,55,2019-01-23 10:57:02
Coat Room,Horse,0,20,2019-01-23 10:57:02
Home Gym,Pig,8,67,2019-01-23 10:57:02
Patio,Culebra,8,51,2019-01-23 10:57:02
Home Gym,Iguana,8,62,2019-01-23 10:57:02
Kitchen,Iguana,8,27,2019-01-23 10:57:02
Tree House,Rana,8,32,2019-01-23 10:57:02
Coat Room,Pig,0,94,2019-01-23 10:57:02
Club House,Mariposa,0,60,2019-01-23 10:57:02
Club House,Mule,8,35,2019-01-23 10:57:02
Tree House,Aardvark,0,93,2019-01-23 10:57:02
Dog House,Tiburon,0,22,2019-01-23 10:57:02
Den,Tiburon,0,52,2019-01-23 10:57:02
Tree House,Mariposa,8,92,2019-01-23 10:57:02
Room,Mule,8,2,2019-01-23 10:57:02
Dining Room,Mariposa,0,24,2019-01-23 10:57:02
Sauna,Mule,8,27,2019-01-23 10:57:02
Abuelita's Studio,Pig,0,10,2019-01-23 10:57:02
Club House,Aardvark,8,82,2019-01-23 10:57:02
Patio,Tiburon,0,41,2019-01-23 10:57:02
Coat Room,Rana,8,57,2019-01-23 10:57:02
Kitchen,Cat,0,79,2019-01-23 10:57:02
Home Gym,Tiburon,0,21,2019-01-23 10:57:02
Shower,Mule,0,81,2019-01-23 10:57:02
Dining Room,Aardvark,8,87,2019-01-23 10:57:02
Avery,Mule,0,58,2019-01-23 10:57:02
Sauna,Culebra,8,26,2019-01-23 10:57:02
Club House,Dog,8,65,2019-01-23 10:57:02
Home Gym,Cat,0,25,2019-01-23 10:57:02
Coat Room,Pig,8,4,2019-01-23 10:57:02
Club House,Dog,0,0,2019-01-23 10:57:02
Closet,Mule,8,83,2019-01-23 10:57:02
Patio,Iguana,8,58,2019-01-23 10:57:02
Kitchen,Chupacabra,8,63,2019-01-23 10:57:02
Home Gym,Aardvark,8,12,2019-01-23 10:57:02
Shower,Chupacabra,8,15,2019-01-23 10:57:02
Kitchen,Mule,0,74,2019-01-23 10:57:02
Patio,Horse,8,34,2019-01-23 10:57:02
Room,Rana,8,76,2019-01-23 10:57:02
Kitchen,Horse,8,68,2019-01-23 10:57:02
Den,Pig,0,23,2019-01-23 10:57:02
Avery,Tiburon,8,61,2019-01-23 10:57:02
Dining Room,Mule,8,9,2019-01-23 10:57:02
Coat Room,Iguana,0,7,2019-01-23 10:57:02
Dog House,Rana,0,93,2019-01-23 10:57:02
Shower,Pig,0,2,2019-01-23 10:57:02
Sauna,Horse,8,43,2019-01-23 10:57:02
Patio,Tiburon,0,76,2019-01-23 10:57:02
Shower,Mariposa,8,50,2019-01-23 10:57:02
Dog House,Weasle,0,97,2019-01-23 10:57:02
Shower,Rana,0,29,2019-01-23 10:57:02
Avery,Pig,0,95,2019-01-23 10:57:02
Tree House,Mariposa,0,68,2019-01-23 10:57:02
Kitchen,Weasle,8,32,2019-01-23 10:57:02
Tree House,Chupacabra,0,66,2019-01-23 10:57:02
Coat Room,Cat,8,51,2019-01-23 10:57:02
Avery,Mariposa,8,16,2019-01-23 10:57:02
Home Gym,Pig,8,39,2019-01-23 10:57:02
Den,Culebra,0,14,2019-01-23 10:57:02
Closet,Horse,0,88,2019-01-23 10:57:02
Dining Room,Iguana,8,7,2019-01-23 10:57:02
Abuelita's Studio,Mariposa,8,1,2019-01-23 10:57:02
Dining Room,Chupacabra,8,74,2019-01-23 10:57:02
Home Gym,Aardvark,8,18,2019-01-23 10:57:02
Abuelita's Studio,Horse,8,63,2019-01-23 10:57:02
Den,Dog,0,11,2019-01-23 10:57:02
Home Gym,Mule,8,22,2019-01-23 10:57:02
