Facility,Description,Result,Minutes_elapsed,Time_stamp
Dining Room,Cat,8,47,2019-01-09 19:45:41
Avery,Culebra,8,14,2019-01-09 19:45:41
Coat Room,Pig,0,67,2019-01-09 19:45:41
Club House,Rana,0,59,2019-01-09 19:45:41
Closet,Aardvark,8,34,2019-01-09 19:45:41
Abuelita's Studio,Pig,8,99,2019-01-09 19:45:41
Avery,Weasle,0,82,2019-01-09 19:45:41
Abuelita's Studio,Aardvark,0,51,2019-01-09 19:45:41
Sauna,Rana,0,38,2019-01-09 19:45:41
Shower,Pig,8,42,2019-01-09 19:45:41
Dog House,Pig,0,23,2019-01-09 19:45:41
Dog House,Mariposa,0,74,2019-01-09 19:45:41
Home Gym,Tiburon,0,41,2019-01-09 19:45:41
Club House,Mule,8,11,2019-01-09 19:45:41
Shower,Mule,0,38,2019-01-09 19:45:41
Patio,Mariposa,8,59,2019-01-09 19:45:41
Avery,Aardvark,8,49,2019-01-09 19:45:41
Dining Room,Pig,0,73,2019-01-09 19:45:41
Room,Iguana,8,5,2019-01-09 19:45:41
Den,Iguana,0,72,2019-01-09 19:45:41
Patio,Cat,8,33,2019-01-09 19:45:41
Avery,Tiburon,8,36,2019-01-09 19:45:41
Avery,Culebra,8,30,2019-01-09 19:45:41
Tree House,Horse,0,66,2019-01-09 19:45:41
Dog House,Mule,0,48,2019-01-09 19:45:41
Patio,Mule,0,63,2019-01-09 19:45:41
Home Gym,Horse,0,67,2019-01-09 19:45:41
Avery,Aardvark,0,69,2019-01-09 19:45:41
Den,Cat,0,86,2019-01-09 19:45:41
Sauna,Mariposa,8,49,2019-01-09 19:45:41
Abuelita's Studio,Rana,8,80,2019-01-09 19:45:41
Avery,Tiburon,0,27,2019-01-09 19:45:41
Home Gym,Dog,8,96,2019-01-09 19:45:41
Sauna,Mule,0,56,2019-01-09 19:45:41
Kitchen,Tiburon,0,74,2019-01-09 19:45:41
Home Gym,Mule,0,81,2019-01-09 19:45:41
Shower,Rana,0,65,2019-01-09 19:45:41
Dining Room,Chupacabra,8,62,2019-01-09 19:45:41
Home Gym,Chupacabra,8,51,2019-01-09 19:45:41
Coat Room,Chupacabra,8,70,2019-01-09 19:45:41
Sauna,Chupacabra,8,50,2019-01-09 19:45:41
Dog House,Culebra,0,41,2019-01-09 19:45:41
Coat Room,Iguana,0,58,2019-01-09 19:45:41
Club House,Mariposa,0,98,2019-01-09 19:45:41
Sauna,Horse,0,50,2019-01-09 19:45:41
Closet,Tiburon,8,20,2019-01-09 19:45:41
Den,Cat,0,61,2019-01-09 19:45:41
Closet,Dog,0,82,2019-01-09 19:45:41
Closet,Cat,0,17,2019-01-09 19:45:41
Dog House,Culebra,0,9,2019-01-09 19:45:41
Abuelita's Studio,Iguana,0,79,2019-01-09 19:45:41
Kitchen,Tiburon,0,13,2019-01-09 19:45:41
Abuelita's Studio,Iguana,8,61,2019-01-09 19:45:41
Shower,Dog,0,40,2019-01-09 19:45:41
Patio,Rana,8,39,2019-01-09 19:45:41
Patio,Culebra,8,85,2019-01-09 19:45:41
Patio,Weasle,0,34,2019-01-09 19:45:41
Home Gym,Rana,8,54,2019-01-09 19:45:41
Coat Room,Chupacabra,0,79,2019-01-09 19:45:41
Kitchen,Rana,0,32,2019-01-09 19:45:41
Avery,Weasle,8,49,2019-01-09 19:45:41
Room,Tiburon,8,66,2019-01-09 19:45:41
Dining Room,Rana,0,99,2019-01-09 19:45:41
Dining Room,Horse,0,81,2019-01-09 19:45:41
Tree House,Mariposa,8,9,2019-01-09 19:45:41
Home Gym,Iguana,8,97,2019-01-09 19:45:41
Den,Pig,0,89,2019-01-09 19:45:41
Coat Room,Dog,0,5,2019-01-09 19:45:41
Dog House,Dog,0,98,2019-01-09 19:45:41
Den,Aardvark,8,75,2019-01-09 19:45:41
Dog House,Tiburon,0,79,2019-01-09 19:45:41
Club House,Culebra,8,67,2019-01-09 19:45:41
Shower,Mule,8,48,2019-01-09 19:45:41
Club House,Cat,0,10,2019-01-09 19:45:41
Home Gym,Rana,0,84,2019-01-09 19:45:41
Patio,Chupacabra,8,96,2019-01-09 19:45:41
Abuelita's Studio,Pig,8,68,2019-01-09 19:45:41
Sauna,Cat,8,39,2019-01-09 19:45:41
Coat Room,Mariposa,8,92,2019-01-09 19:45:41
Shower,Cat,8,23,2019-01-09 19:45:41
Closet,Horse,0,4,2019-01-09 19:45:41
Closet,Aardvark,0,81,2019-01-09 19:45:41
Abuelita's Studio,Horse,0,68,2019-01-09 19:45:41
Closet,Horse,0,2,2019-01-09 19:45:41
Patio,Chupacabra,8,76,2019-01-09 19:45:41
Sauna,Iguana,8,81,2019-01-09 19:45:41
Kitchen,Mule,0,19,2019-01-09 19:45:41
Patio,Mule,0,25,2019-01-09 19:45:41
Kitchen,Chupacabra,8,64,2019-01-09 19:45:41
Club House,Tiburon,8,34,2019-01-09 19:45:41
Sauna,Aardvark,0,46,2019-01-09 19:45:41
Room,Weasle,0,66,2019-01-09 19:45:41
Room,Mariposa,0,1,2019-01-09 19:45:41
Coat Room,Tiburon,8,95,2019-01-09 19:45:41
Room,Mariposa,8,71,2019-01-09 19:45:41
