Facility,Description,Result,Minutes_elapsed,Time_stamp
Tree House,Culebra,0,65,2019-01-09 19:46:47
Closet,Rana,0,98,2019-01-09 19:46:47
Closet,Dog,0,68,2019-01-09 19:46:47
Patio,Chupacabra,8,89,2019-01-09 19:46:47
Sauna,Horse,8,12,2019-01-09 19:46:47
Dog House,Chupacabra,8,96,2019-01-09 19:46:47
Avery,Pig,0,59,2019-01-09 19:46:47
Abuelita's Studio,Horse,8,8,2019-01-09 19:46:47
Dining Room,Weasle,0,68,2019-01-09 19:46:47
Den,Culebra,0,6,2019-01-09 19:46:47
Home Gym,Rana,8,47,2019-01-09 19:46:47
Tree House,Mariposa,8,72,2019-01-09 19:46:47
Room,Horse,0,19,2019-01-09 19:46:47
Tree House,Pig,0,23,2019-01-09 19:46:47
Dog House,Culebra,0,4,2019-01-09 19:46:47
Kitchen,Tiburon,8,62,2019-01-09 19:46:47
Dining Room,Dog,8,43,2019-01-09 19:46:47
Club House,Cat,8,91,2019-01-09 19:46:47
Sauna,Weasle,0,27,2019-01-09 19:46:47
Closet,Iguana,8,56,2019-01-09 19:46:47
Home Gym,Horse,8,22,2019-01-09 19:46:47
Closet,Mariposa,0,1,2019-01-09 19:46:47
Club House,Tiburon,8,62,2019-01-09 19:46:47
Shower,Culebra,0,6,2019-01-09 19:46:47
Abuelita's Studio,Mule,0,88,2019-01-09 19:46:47
Coat Room,Mule,0,62,2019-01-09 19:46:47
Avery,Tiburon,0,56,2019-01-09 19:46:47
Kitchen,Pig,8,10,2019-01-09 19:46:47
Dining Room,Pig,0,1,2019-01-09 19:46:47
Dining Room,Aardvark,0,71,2019-01-09 19:46:47
Abuelita's Studio,Mariposa,8,72,2019-01-09 19:46:47
Club House,Rana,0,16,2019-01-09 19:46:47
Tree House,Rana,8,34,2019-01-09 19:46:47
Dining Room,Chupacabra,0,31,2019-01-09 19:46:47
Club House,Aardvark,0,38,2019-01-09 19:46:47
Club House,Dog,0,12,2019-01-09 19:46:47
Avery,Aardvark,8,38,2019-01-09 19:46:47
Tree House,Pig,0,34,2019-01-09 19:46:47
Coat Room,Pig,8,19,2019-01-09 19:46:47
Dining Room,Iguana,0,32,2019-01-09 19:46:47
Dining Room,Iguana,8,77,2019-01-09 19:46:47
Den,Horse,0,11,2019-01-09 19:46:47
Dining Room,Culebra,8,50,2019-01-09 19:46:47
Den,Dog,8,23,2019-01-09 19:46:47
Club House,Rana,0,47,2019-01-09 19:46:47
Avery,Tiburon,0,55,2019-01-09 19:46:47
Den,Culebra,8,87,2019-01-09 19:46:47
Closet,Tiburon,8,94,2019-01-09 19:46:47
Coat Room,Tiburon,0,33,2019-01-09 19:46:47
Shower,Tiburon,0,53,2019-01-09 19:46:47
Abuelita's Studio,Mariposa,8,12,2019-01-09 19:46:47
Patio,Pig,0,56,2019-01-09 19:46:47
Abuelita's Studio,Tiburon,0,18,2019-01-09 19:46:47
Dog House,Mariposa,0,6,2019-01-09 19:46:47
Coat Room,Chupacabra,8,78,2019-01-09 19:46:47
Shower,Mule,0,95,2019-01-09 19:46:47
Shower,Pig,0,80,2019-01-09 19:46:47
Dining Room,Dog,8,10,2019-01-09 19:46:47
Kitchen,Tiburon,0,15,2019-01-09 19:46:47
Coat Room,Culebra,8,83,2019-01-09 19:46:47
Avery,Culebra,8,52,2019-01-09 19:46:47
Coat Room,Mule,8,59,2019-01-09 19:46:47
Patio,Cat,8,95,2019-01-09 19:46:47
Den,Culebra,8,67,2019-01-09 19:46:47
Avery,Culebra,0,19,2019-01-09 19:46:47
Club House,Dog,0,59,2019-01-09 19:46:47
Patio,Pig,0,66,2019-01-09 19:46:47
Sauna,Chupacabra,0,37,2019-01-09 19:46:47
Patio,Mariposa,0,44,2019-01-09 19:46:47
Room,Horse,8,47,2019-01-09 19:46:47
Coat Room,Mule,0,21,2019-01-09 19:46:47
Dining Room,Mariposa,8,4,2019-01-09 19:46:47
Tree House,Iguana,0,62,2019-01-09 19:46:47
Avery,Horse,0,91,2019-01-09 19:46:47
Kitchen,Pig,8,65,2019-01-09 19:46:47
Dog House,Horse,0,87,2019-01-09 19:46:47
Abuelita's Studio,Cat,8,56,2019-01-09 19:46:47
Abuelita's Studio,Horse,0,42,2019-01-09 19:46:47
Dining Room,Horse,0,60,2019-01-09 19:46:47
Avery,Weasle,8,75,2019-01-09 19:46:47
Abuelita's Studio,Rana,8,8,2019-01-09 19:46:47
Patio,Iguana,0,94,2019-01-09 19:46:47
Kitchen,Mule,0,37,2019-01-09 19:46:47
Patio,Culebra,8,40,2019-01-09 19:46:47
Kitchen,Aardvark,8,80,2019-01-09 19:46:47
Shower,Mule,0,31,2019-01-09 19:46:47
Coat Room,Weasle,0,35,2019-01-09 19:46:47
Tree House,Tiburon,8,24,2019-01-09 19:46:47
Abuelita's Studio,Rana,0,14,2019-01-09 19:46:47
Closet,Horse,0,15,2019-01-09 19:46:47
Dining Room,Dog,8,28,2019-01-09 19:46:47
Closet,Horse,8,48,2019-01-09 19:46:47
Closet,Mule,0,42,2019-01-09 19:46:47
Home Gym,Mariposa,8,20,2019-01-09 19:46:47
Tree House,Aardvark,8,59,2019-01-09 19:46:47
Club House,Mule,0,57,2019-01-09 19:46:47
Abuelita's Studio,Culebra,0,84,2019-01-09 19:46:47
Closet,Mariposa,0,20,2019-01-09 19:46:47
Patio,Iguana,8,25,2019-01-09 19:46:47
Avery,Horse,8,65,2019-01-09 19:46:47
Room,Culebra,0,12,2019-01-09 19:46:47
Den,Horse,0,15,2019-01-09 19:46:47
Tree House,Iguana,0,7,2019-01-09 19:46:47
Dining Room,Rana,8,82,2019-01-09 19:46:47
Club House,Iguana,8,26,2019-01-09 19:46:47
Kitchen,Tiburon,8,54,2019-01-09 19:46:47
Room,Mariposa,8,39,2019-01-09 19:46:47
Dog House,Horse,0,44,2019-01-09 19:46:47
Home Gym,Aardvark,0,12,2019-01-09 19:46:47
Patio,Rana,0,63,2019-01-09 19:46:47
Coat Room,Mariposa,8,0,2019-01-09 19:46:47
Dining Room,Aardvark,8,80,2019-01-09 19:46:47
Patio,Tiburon,0,17,2019-01-09 19:46:47
Club House,Mariposa,0,11,2019-01-09 19:46:47
Club House,Mariposa,0,67,2019-01-09 19:46:47
Kitchen,Mule,8,27,2019-01-09 19:46:47
Club House,Iguana,8,42,2019-01-09 19:46:47
Closet,Tiburon,0,6,2019-01-09 19:46:47
Dog House,Pig,8,8,2019-01-09 19:46:47
Den,Mariposa,0,8,2019-01-09 19:46:47
Club House,Tiburon,0,51,2019-01-09 19:46:47
Home Gym,Chupacabra,8,42,2019-01-09 19:46:47
Coat Room,Culebra,8,39,2019-01-09 19:46:47
Kitchen,Dog,8,89,2019-01-09 19:46:47
Avery,Pig,8,41,2019-01-09 19:46:47
Patio,Pig,8,47,2019-01-09 19:46:47
Closet,Tiburon,0,97,2019-01-09 19:46:47
Club House,Iguana,8,57,2019-01-09 19:46:47
Sauna,Horse,8,42,2019-01-09 19:46:47
Closet,Mule,0,7,2019-01-09 19:46:47
Abuelita's Studio,Iguana,8,60,2019-01-09 19:46:47
Club House,Weasle,8,54,2019-01-09 19:46:47
Abuelita's Studio,Chupacabra,8,94,2019-01-09 19:46:47
Dog House,Tiburon,8,72,2019-01-09 19:46:47
Tree House,Cat,8,76,2019-01-09 19:46:47
Kitchen,Weasle,0,22,2019-01-09 19:46:47
Club House,Cat,8,31,2019-01-09 19:46:47
Shower,Weasle,8,28,2019-01-09 19:46:47
Kitchen,Weasle,0,37,2019-01-09 19:46:47
Club House,Rana,8,39,2019-01-09 19:46:47
Sauna,Horse,0,16,2019-01-09 19:46:47
Patio,Cat,0,21,2019-01-09 19:46:47
Home Gym,Mariposa,0,23,2019-01-09 19:46:47
Coat Room,Culebra,8,92,2019-01-09 19:46:47
Dog House,Mariposa,8,89,2019-01-09 19:46:47
Club House,Rana,8,67,2019-01-09 19:46:47
Den,Rana,0,26,2019-01-09 19:46:47
Closet,Dog,0,68,2019-01-09 19:46:47
Shower,Dog,8,11,2019-01-09 19:46:47
Closet,Aardvark,8,73,2019-01-09 19:46:47
Coat Room,Dog,0,91,2019-01-09 19:46:47
Club House,Mule,8,53,2019-01-09 19:46:47
Shower,Cat,0,55,2019-01-09 19:46:47
Patio,Dog,8,66,2019-01-09 19:46:47
Dining Room,Aardvark,0,33,2019-01-09 19:46:47
Club House,Horse,8,5,2019-01-09 19:46:47
Dog House,Culebra,0,20,2019-01-09 19:46:47
Abuelita's Studio,Cat,8,39,2019-01-09 19:46:47
Den,Mule,8,47,2019-01-09 19:46:47
Avery,Mule,8,60,2019-01-09 19:46:47
Avery,Iguana,8,9,2019-01-09 19:46:47
Shower,Culebra,0,1,2019-01-09 19:46:47
Closet,Tiburon,0,98,2019-01-09 19:46:47
Abuelita's Studio,Chupacabra,0,31,2019-01-09 19:46:47
Tree House,Aardvark,8,21,2019-01-09 19:46:47
Abuelita's Studio,Dog,8,60,2019-01-09 19:46:47
Shower,Chupacabra,0,73,2019-01-09 19:46:47
Room,Rana,0,97,2019-01-09 19:46:47
Abuelita's Studio,Cat,8,64,2019-01-09 19:46:47
Closet,Aardvark,8,91,2019-01-09 19:46:47
Coat Room,Aardvark,0,37,2019-01-09 19:46:47
Shower,Aardvark,8,92,2019-01-09 19:46:47
Abuelita's Studio,Weasle,0,80,2019-01-09 19:46:47
Room,Iguana,8,76,2019-01-09 19:46:47
Den,Pig,8,90,2019-01-09 19:46:47
Coat Room,Aardvark,0,63,2019-01-09 19:46:47
Room,Cat,8,45,2019-01-09 19:46:47
Coat Room,Iguana,8,50,2019-01-09 19:46:47
